name,score_rank,popularity_rank,members,year,season,episodes,studio,source,genres,score,ave_main_cast_favorites
Miira no Kaikata,#1844,#1608,96348,2018,winter,12.0,8bit,Web manga,"['Slice of Life', 'Comedy', 'Supernatural']",7.43,12085.0
Mitsuboshi Colors,#1887,#1795,81394,2018,winter,12.0,SILVER LINK.,Manga,"['Comedy', 'Shounen', 'Slice of Life']",7.42,251.66666666666663
Toji no Miko,#4434,#2015,67390,2018,winter,24.0,Studio Gokumi,Original,"['Action', 'Fantasy']",6.82,868.6666666666666
Slow Start,#3649,#2018,67345,2018,winter,12.0,CloverWorks,4-koma manga,"['Comedy', 'School', 'Slice of Life']",7.02,498.5
Ramen Daisuki Koizumi-san,#5886,#2345,53319,2018,winter,12.0,Studio Gokumi,Manga,"['Comedy', 'Slice of Life']",6.53,7615.25
Hakumei to Mikochi,#1167,#2391,51382,2018,winter,12.0,Lerche,Manga,"['Fantasy', 'Seinen', 'Slice of Life']",7.65,64.0
Gin no Guardian II,#5637,#2473,48330,2018,winter,6.0,Emon,Web manga,"['Adventure', 'Fantasy']",6.57,11154.666666666666
Sanrio Danshi,#5281,#2527,46451,2018,winter,12.0,Studio Pierrot,Original,"['Slice of Life', 'Drama', 'School']",6.64,3048.6
IDOLiSH7,#978,#2548,46273,2018,winter,17.0,TROYCA,Game,"['Music', 'Drama']",7.73,2528.0
Yowamushi Pedal: Glory Line,#1362,#2552,45728,2018,winter,25.0,TMS Entertainment,Manga,"['Comedy', 'Drama', 'Shounen', 'Sports']",7.58,8797.5
Nanatsu no Bitoku,#10802,#2603,43943,2018,winter,10.0,Bridge,Other,"['Ecchi', 'Fantasy']",5.21,1247.857142857143
Takunomi.,#6425,#2750,39315,2018,winter,12.0,Production IMS,Web manga,"['Comedy', 'Slice of Life']",6.43,3409.5
Märchen Mädchen,#10406,#2871,36417,2018,winter,10.0,Hoods Entertainment,Light novel,"['Fantasy', 'Magic', 'School']",5.39,589.0
Ling Qi 2,#1643,#2965,34510,2018,winter,12.0,Haoliners Animation League,Web manga,"['Action', 'Comedy', 'Magic', 'Shounen Ai', 'Supernatural']",7.49,312.6666666666667
25-sai no Joshikousei,#9945,#2989,33734,2018,winter,12.0,Lilix,Web manga,"['Romance', 'Ecchi', 'School']",5.56,167.5
Basilisk: Ouka Ninpouchou,#10178,#3113,31343,2018,winter,24.0,Seven Arcs Pictures,Manga,"['Action', 'Drama', 'Historical', 'Martial Arts']",5.47,9494.5
Boku no Hero Academia 3rd Season,#339,#27,1610619,2018,spring,25.0,Bones,Manga,"['Action', 'Comedy', 'Super Power', 'School', 'Shounen']",8.17,14956.666666666666
Tokyo Ghoul:re,#6343,#122,841945,2018,spring,12.0,Studio Pierrot,Manga,"['Action', 'Psychological', 'Supernatural', 'Mystery', 'Drama', 'Horror', 'Seinen']",6.44,9181.5
Steins;Gate 0,#104,#187,663282,2018,spring,23.0,White Fox,Visual novel,"['Sci-Fi', 'Psychological', 'Drama', 'Thriller']",8.51,31134.83333333333
Wotaku ni Koi wa Muzukashii,#618,#195,654269,2018,spring,11.0,A-1 Pictures,Web manga,"['Slice of Life', 'Comedy', 'Romance']",7.95,18868.75
Shokugeki no Souma: San no Sara - Tootsuki Ressha-hen,#520,#256,548637,2018,spring,12.0,J.C.Staff,Manga,"['Ecchi', 'School', 'Shounen']",8.02,11824.666666666666
Sword Art Online Alternative: Gun Gale Online,#3630,#322,475392,2018,spring,12.0,Studio 3Hz,Light novel,"['Action', 'Fantasy', 'Game', 'Military', 'Sci-Fi']",7.03,3406.75
Megalo Box,#697,#383,401030,2018,spring,13.0,TMS Entertainment,Original,"['Action', 'Sci-Fi', 'Sports', 'Drama']",7.9,8608.0
Hinamatsuri (TV),#324,#401,387876,2018,spring,12.0,feel.,Manga,"['Sci-Fi', 'Slice of Life', 'Comedy', 'Supernatural', 'Seinen']",8.19,74.5
High School DxD Hero,#2575,#436,362408,2018,spring,12.0,Passione,Light novel,"['Action', 'Harem', 'Comedy', 'Demons', 'Romance', 'Ecchi', 'School']",7.26,10735.6
Golden Kamuy,#778,#644,257908,2018,spring,12.0,Geno Studio,Manga,"['Action', 'Adventure', 'Historical', 'Seinen']",7.84,462.3333333333333
3D Kanojo: Real Girl,#4473,#669,249223,2018,spring,12.0,Hoods Entertainment,Manga,"['Romance', 'School', 'Shoujo']",6.81,316.5
Tada-kun wa Koi wo Shinai,#1457,#791,213668,2018,spring,13.0,Doga Kobo,Original,"['Comedy', 'Romance', 'Slice of Life']",7.55,12768.5
Persona 5 the Animation,#6330,#840,199921,2018,spring,26.0,CloverWorks,Game,"['Action', 'Fantasy', 'Supernatural']",6.44,27975.83333333333
Devils Line,#4481,#867,195924,2018,spring,12.0,Platinum Vision,Manga,"['Action', 'Drama', 'Romance', 'Seinen', 'Supernatural', 'Vampire']",6.81,20300.0
Mahou Shoujo Site,#6040,#959,174270,2018,spring,12.0,production doA,Manga,"['Drama', 'Horror', 'Psychological', 'Supernatural']",6.5,361.8
Akkun to Kanojo,#4388,#1302,126589,2018,spring,25.0,Yumeta Company,Manga,"['Comedy', 'Josei', 'Romance', 'School']",6.83,1656.5
Comic Girls,#1953,#1337,119980,2018,spring,12.0,Nexus,4-koma manga,"['Slice of Life', 'Comedy']",7.4,9869.25
Kakuriyo no Yadomeshi,#1580,#1369,117343,2018,spring,26.0,Gonzo,Novel,"['Demons', 'Supernatural', 'Drama', 'Romance']",7.51,5749.0
Uma Musume: Pretty Derby (TV),#2437,#1581,97695,2018,spring,13.0,P.A. Works,Game,"['Comedy', 'Slice of Life', 'Sports']",7.29,491.0
Piano no Mori (TV),#2341,#1615,95180,2018,spring,12.0,Gaina,Manga,"['Adventure', 'Music', 'Comedy', 'Drama', 'School', 'Seinen']",7.31,8705.0
Full Metal Panic! Invisible Victory,#1321,#1800,80958,2018,spring,12.0,Xebec,Light novel,"['Action', 'Mecha', 'Military']",7.59,3014.8
Mahou Shoujo Ore,#5327,#1922,72093,2018,spring,12.0,Pierrot Plus,Web manga,"['Comedy', 'Fantasy', 'Magic']",6.64,5318.666666666667
Hisone to Maso-tan,#2205,#1973,69211,2018,spring,12.0,Bones,Original,"['Comedy', 'Drama', 'Fantasy', 'Military']",7.34,1529.6666666666667
Caligula (TV),#8399,#1990,68427,2018,spring,12.0,Satelight,Game,"['Action', 'Sci-Fi']",6.02,857.3333333333334
Ginga Eiyuu Densetsu: Die Neue These - Kaikou,#1012,#2019,67185,2018,spring,12.0,Production I.G,Novel,"['Action', 'Drama', 'Military', 'Sci-Fi', 'Space']",7.71,28275.666666666668
Captain Tsubasa (2018),#1951,#2211,58502,2018,spring,52.0,David Production,Manga,"['Action', 'Sports', 'Shounen']",7.4,1379.4
Tachibanakan Triangle,#9865,#2325,54177,2018,spring,12.0,Creators in Pack,Manga,"['Comedy', 'Ecchi', 'Shoujo Ai']",5.59,199.3333333333333
Dorei-ku The Animation,#8597,#2336,53547,2018,spring,12.0,TNK,Manga,"['Drama', 'Psychological']",5.97,1305.75
Saredo Tsumibito wa Ryuu to Odoru,#9139,#2470,48377,2018,spring,12.0,Seven Arcs Pictures,Light novel,"['Action', 'Drama', 'Fantasy', 'Sci-Fi']",5.81,6601.5
Gegege no Kitarou (2018),#2746,#2640,42360,2018,spring,97.0,Toei Animation,Manga,"['Comedy', 'Demons', 'Supernatural', 'Shounen']",7.22,12488.0
Lost Song,#3823,#2910,35574,2018,spring,12.0,Dwango,Original,"['Drama', 'Fantasy']",6.97,4487.0
Fumikiri Jikan,#6592,#2921,35212,2018,spring,12.0,EKACHI EPILKA,Manga,"['Comedy', 'Slice of Life']",6.39,1336.5
Juushinki Pandora,#6969,#3019,33112,2018,spring,26.0,Satelight,Original,"['Sci-Fi', 'Mecha']",6.32,8053.0
Last Period: Owarinaki Rasen no Monogatari,#6488,#3053,32519,2018,spring,12.0,J.C.Staff,Game,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Magic']",6.42,6316.25
Nil Admirari no Tenbin,#5383,#3054,32598,2018,spring,12.0,Zero-G,Visual novel,"['Harem', 'Historical', 'Romance', 'Fantasy', 'Josei']",6.62,19416.571428571428
Lupin III: Part 5,#343,#3065,32536,2018,spring,24.0,Telecom Animation Film,Manga,"['Action', 'Adventure', 'Mystery', 'Comedy', 'Seinen']",8.17,9621.6
Alice or Alice,#10531,#3095,31709,2018,spring,12.0,EMT Squared,4-koma manga,"['Slice of Life', 'Seinen']",5.34,16371.666666666666
Shingeki no Kyojin Season 3,#60,#32,1572499,2018,summer,12.0,Wit Studio,Manga,"['Action', 'Military', 'Mystery', 'Super Power', 'Drama', 'Fantasy', 'Shounen']",8.63,34043.2
Overlord III,#648,#205,630606,2018,summer,13.0,Madhouse,Light novel,"['Action', 'Game', 'Supernatural', 'Magic', 'Fantasy']",7.93,2065.0
Banana Fish,#109,#255,555598,2018,summer,24.0,MAPPA,Manga,"['Action', 'Adventure', 'Drama', 'Shoujo']",8.5,3101.5
Isekai Maou to Shoukan Shoujo no Dorei Majutsu,#3982,#279,524475,2018,summer,12.0,Ajia-Do,Light novel,"['Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Magic']",6.93,494.3333333333333
Grand Blue,#142,#291,517519,2018,summer,12.0,Zero-G,Manga,"['Slice of Life', 'Comedy', 'Seinen']",8.42,3531.75
Hataraku Saibou (TV),#1299,#297,508142,2018,summer,13.0,David Production,Manga,"['Comedy', 'Shounen']",7.6,47996.5
Satsuriku no Tenshi,#4074,#335,464479,2018,summer,16.0,J.C.Staff,Game,"['Adventure', 'Horror', 'Psychological', 'Thriller']",6.91,20107.5
Asobi Asobase,#321,#483,333225,2018,summer,12.0,Lerche,Manga,"['Comedy', 'School', 'Seinen']",8.19,1878.6666666666667
Yuragi-sou no Yuuna-san,#3556,#776,216982,2018,summer,12.0,Xebec,Manga,"['Comedy', 'Ecchi', 'Harem', 'Romance', 'Shounen', 'Supernatural']",7.04,841.0
Happy Sugar Life,#4288,#780,216188,2018,summer,12.0,Ezόla,Manga,"['Horror', 'Psychological', 'Drama', 'Shounen', 'Shoujo Ai']",6.86,21936.8
High Score Girl,#790,#869,193638,2018,summer,12.0,J.C.Staff,Manga,"['Game', 'Comedy', 'Romance', 'School', 'Seinen']",7.83,105.0
Sirius,#3711,#886,192753,2018,summer,12.0,P.A. Works,Original,"['Action', 'Historical', 'Supernatural', 'Vampire']",7.01,1361.0
Hyakuren no Haou to Seiyaku no Valkyria,#9502,#1160,143603,2018,summer,12.0,EMT Squared,Light novel,"['Fantasy', 'Harem']",5.71,130.4
Free!: Dive to the Future,#1320,#1217,136735,2018,summer,12.0,Kyoto Animation,Original,"['Comedy', 'Drama', 'School', 'Slice of Life', 'Sports']",7.59,22651.25
Hanebado!,#4118,#1227,134364,2018,summer,13.0,LIDENFILMS,Manga,"['Seinen', 'Sports']",6.9,65.5
Gintama.: Shirogane no Tamashii-hen - Kouhan-sen,#21,#1236,134564,2018,summer,14.0,Bandai Namco Pictures,Manga,"['Action', 'Sci-Fi', 'Comedy', 'Historical', 'Parody', 'Samurai', 'Shounen']",8.87,26888.666666666668
Sunohara-sou no Kanrinin-san,#4420,#1406,113157,2018,summer,12.0,SILVER LINK.,4-koma manga,"['Comedy', 'Slice of Life']",6.83,4969.0
Island,#6900,#1419,111046,2018,summer,12.0,feel.,Visual novel,"['Drama', 'Sci-Fi']",6.33,4204.75
Back Street Girls: Gokudolls,#3945,#1443,108768,2018,summer,10.0,J.C.Staff,Manga,"['Comedy', 'Ecchi', 'Seinen']",6.94,133.0
Shichisei no Subaru,#7989,#1461,106755,2018,summer,12.0,Lerche,Light novel,"['Action', 'Fantasy', 'Game', 'Sci-Fi']",6.11,1753.0
Chio-chan no Tsuugakuro,#1757,#1601,95987,2018,summer,12.0,Diomedéa,Manga,"['Comedy', 'Seinen']",7.45,1578.5
Harukana Receive,#5112,#1684,89466,2018,summer,12.0,C2C,Manga,"['Slice of Life', 'Sports']",6.68,158.5
Jashin-chan Dropkick,#3957,#1798,81189,2018,summer,11.0,Nomad,Web manga,"['Comedy', 'Supernatural']",6.94,497.5
Shoujo☆Kageki Revue Starlight,#1226,#2132,62387,2018,summer,12.0,Kinema Citrus,Original,"['Music', 'School']",7.63,517.0
Fate/Extra: Last Encore - Illustrias Tendousetsu,#5855,#2367,52660,2018,summer,3.0,Shaft,Game,"['Action', 'Fantasy', 'Magic']",6.53,667.0
Planet With,#2800,#2403,50858,2018,summer,12.0,J.C.Staff,Original,"['Action', 'Mecha', 'Sci-Fi']",7.21,1842.0
Angolmois: Genkou Kassenki,#3111,#2426,50282,2018,summer,12.0,NAZ,Manga,"['Action', 'Drama', 'Historical', 'Military', 'Samurai']",7.14,1608.0
Kyoto Teramachi Sanjou no Holmes,#4762,#2438,49806,2018,summer,12.0,Seven,Novel,"['Drama', 'Mystery', 'Romance', 'Slice of Life']",6.75,4710.5
Joshiochi!: 2-kai kara Onnanoko ga... Futtekita!?,#6293,#2590,44438,2018,summer,9.0,Ark,Manga,"['Comedy', 'Ecchi']",6.45,0.0
Muhyo to Rouji no Mahouritsu Soudan Jimusho,#4975,#2608,43841,2018,summer,12.0,Studio Deen,Manga,"['Action', 'Mystery', 'Comedy', 'Supernatural', 'Drama', 'Shounen']",6.7,1540.6666666666667
One Room Second Season,#8003,#2778,38780,2018,summer,12.0,Zero-G,Original,['Slice of Life'],6.1,18841.0
Phantom in the Twilight,#6442,#2789,38470,2018,summer,12.0,LIDENFILMS,Original,"['Action', 'Supernatural', 'Vampire']",6.42,39743.8
Lord of Vermilion: Guren no Ou,#10506,#2854,36801,2018,summer,12.0,asread.,Game,"['Action', 'Fantasy']",5.35,61773.0
Ani ni Tsukeru Kusuri wa Nai! 2,#994,#2936,35069,2018,summer,24.0,Fanworks,Web manga,"['Comedy', 'School', 'Slice of Life']",7.72,15856.333333333334
Chuukan Kanriroku Tonegawa,#3116,#3020,33088,2018,summer,24.0,Madhouse,Manga,"['Comedy', 'Parody', 'Psychological', 'Drama', 'Seinen']",7.14,3507.0
Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,#207,#70,1180551,2018,fall,13.0,CloverWorks,Light novel,"['Comedy', 'Supernatural', 'Drama', 'Romance', 'School']",8.33,6616.0
Tensei shitara Slime Datta Ken,#418,#107,926902,2018,fall,24.0,8bit,Light novel,"['Action', 'Adventure', 'Comedy', 'Demons', 'Magic', 'Fantasy']",8.1,814.0
Goblin Slayer,#1814,#130,810920,2018,fall,12.0,White Fox,Light novel,"['Action', 'Adventure', 'Fantasy']",7.44,2188.5
Sword Art Online: Alicization,#1408,#146,761826,2018,fall,24.0,A-1 Pictures,Light novel,"['Action', 'Game', 'Adventure', 'Romance', 'Fantasy']",7.56,20403.33333333333
JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,#73,#191,661075,2018,fall,39.0,David Production,Manga,"['Action', 'Adventure', 'Shounen']",8.59,8020.625
Tokyo Ghoul:re 2nd Season,#6732,#233,587722,2018,fall,12.0,Studio Pierrot,Manga,"['Action', 'Drama', 'Horror', 'Mystery', 'Psychological', 'Seinen', 'Supernatural']",6.36,9948.0
Zombieland Saga,#1539,#416,379227,2018,fall,12.0,MAPPA,Original,"['Comedy', 'Music', 'Supernatural']",7.52,11189.25
Fairy Tail: Final Series,#1500,#422,372464,2018,fall,51.0,A-1 Pictures,Manga,"['Action', 'Adventure', 'Comedy', 'Magic', 'Fantasy', 'Shounen']",7.53,15376.285714285714
Kishuku Gakkou no Juliet,#1749,#632,260237,2018,fall,12.0,LIDENFILMS,Manga,"['Action', 'Comedy', 'Romance', 'School', 'Shounen']",7.46,13098.0
Irozuku Sekai no Ashita kara,#1511,#652,256062,2018,fall,13.0,P.A. Works,Original,"['Drama', 'Magic', 'Romance', 'School']",7.53,960.3333333333334
Yagate Kimi ni Naru,#662,#726,233459,2018,fall,13.0,TROYCA,Manga,"['Drama', 'Romance', 'School', 'Shoujo Ai']",7.92,992.0
SSSS.Gridman,#2995,#729,231732,2018,fall,12.0,Trigger,Original,"['Action', 'Sci-Fi', 'Mecha']",7.16,1985.2
Kaze ga Tsuyoku Fuiteiru,#143,#750,224675,2018,fall,23.0,Production I.G,Novel,"['Comedy', 'Sports', 'Drama']",8.42,1070.5
Toaru Majutsu no Index III,#4606,#870,194959,2018,fall,26.0,J.C.Staff,Light novel,"['Action', 'Sci-Fi', 'Super Power', 'Magic']",6.78,14397.333333333334
Radiant,#4254,#1035,161028,2018,fall,21.0,Lerche,Other,"['Action', 'Adventure', 'Fantasy', 'Magic']",6.86,10459.25
Golden Kamuy 2nd Season,#305,#1237,134357,2018,fall,12.0,Geno Studio,Manga,"['Action', 'Adventure', 'Historical', 'Seinen']",8.21,462.3333333333333
Dakaretai Otoko 1-i ni Odosarete Imasu.,#1955,#1490,104838,2018,fall,13.0,CloverWorks,Manga,"['Comedy', 'Drama', 'Romance', 'Shounen Ai']",7.4,1349.5
Tsurune: Kazemai Koukou Kyuudoubu,#1289,#1506,103230,2018,fall,13.0,Kyoto Animation,Light novel,"['Sports', 'Drama', 'School']",7.6,1938.1666666666667
Ore ga Suki nano wa Imouto dakedo Imouto ja Nai,#11232,#1508,102829,2018,fall,10.0,NAZ,Light novel,"['Comedy', 'Ecchi', 'Romance']",4.88,452.5
Uchi no Maid ga Uzasugiru!,#3935,#1592,96683,2018,fall,12.0,Doga Kobo,Manga,"['Slice of Life', 'Comedy', 'Shoujo Ai']",6.94,632.0
Conception,#11429,#1630,93643,2018,fall,12.0,Gonzo,Game,"['Action', 'Adventure', 'Fantasy', 'Harem', 'Magic', 'Romance']",4.62,1608.0
Gaikotsu Shotenin Honda-san,#2314,#1652,92299,2018,fall,12.0,DLE,Web manga,"['Comedy', 'Slice of Life']",7.31,3712.0
Karakuri Circus (TV),#3321,#1664,91431,2018,fall,36.0,Studio VOLN,Manga,"['Action', 'Adventure', 'Mystery', 'Drama', 'Shounen']",7.09,3149.0
Hinomaruzumou,#1366,#1667,91449,2018,fall,24.0,Gonzo,Manga,"['Martial Arts', 'Shounen', 'Sports']",7.58,286.6666666666667
Tonari no Kyuuketsuki-san,#3342,#1765,83536,2018,fall,12.0,Studio Gokumi,4-koma manga,"['Comedy', 'Shoujo Ai', 'Slice of Life', 'Supernatural', 'Vampire']",7.09,745.0
Ulysses: Jehanne Darc to Renkin no Kishi,#10566,#1831,78790,2018,fall,12.0,AXsiZ,Light novel,"['Action', 'Fantasy']",5.33,980.25
Beelzebub-jou no Okinimesu mama.,#2566,#1912,73267,2018,fall,12.0,LIDENFILMS,4-koma manga,"['Comedy', 'Demons', 'Fantasy', 'Romance', 'Shounen']",7.26,602.0
Release the Spyce,#3853,#2192,59478,2018,fall,12.0,Lay-duce,Original,"['Action', 'School']",6.96,641.1666666666666
RErideD: Tokigoe no Derrida,#9560,#2858,36615,2018,fall,12.0,GEEK TOYS,Original,"['Action', 'Sci-Fi', 'Drama']",5.69,2834.333333333333
Anima Yell!,#4020,#2920,35279,2018,fall,12.0,Doga Kobo,4-koma manga,"['Comedy', 'School', 'Sports']",6.92,246.8
Jingai-san no Yome,#9587,#2997,33521,2018,fall,12.0,Saetta,4-koma manga,"['Comedy', 'Romance', 'Fantasy', 'Josei']",5.68,1714.0
Senran Kagura Shinovi Master: Tokyo Youma-hen,#7039,#3021,33138,2018,fall,12.0,TNK,Game,"['Action', 'Comedy', 'Ecchi', 'School']",6.3,2392.4
Double Decker! Doug & Kirill,#4309,#3072,32296,2018,fall,13.0,Sunrise,Original,"['Action', 'Sci-Fi', 'Comedy', 'Police']",6.85,7327.166666666667
Akanesasu Shoujo,#6267,#3116,31248,2018,fall,12.0,DandeLion Animation Studio,Original,"['Action', 'School', 'Sci-Fi']",6.45,5672.6
Yakusoku no Neverland,#68,#46,1405402,2019,winter,12.0,CloverWorks,Manga,"['Sci-Fi', 'Mystery', 'Horror', 'Psychological', 'Thriller', 'Shounen']",8.6,5701.333333333333
Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,#156,#76,1144733,2019,winter,12.0,A-1 Pictures,Manga,"['Comedy', 'Psychological', 'Romance', 'School', 'Seinen']",8.41,3212.5
Tate no Yuusha no Nariagari,#541,#81,1084662,2019,winter,25.0,Kinema Citrus,Light novel,"['Action', 'Adventure', 'Drama', 'Fantasy']",8.01,5054.666666666667
Mob Psycho 100 II,#25,#92,1008909,2019,winter,13.0,Bones,Web manga,"['Action', 'Slice of Life', 'Comedy', 'Supernatural']",8.82,12387.8
Dororo,#302,#125,828085,2019,winter,24.0,Tezuka Productions,Manga,"['Action', 'Adventure', 'Demons', 'Historical', 'Samurai', 'Shounen', 'Supernatural']",8.21,184.0
5-toubun no Hanayome,#1143,#218,612229,2019,winter,12.0,Tezuka Productions,Manga,"['Harem', 'Comedy', 'Romance', 'School', 'Shounen']",7.66,28488.33333333333
Kakegurui××,#2668,#262,543896,2019,winter,12.0,MAPPA,Manga,"['Drama', 'Game', 'Mystery', 'Psychological', 'School', 'Shounen']",7.24,13829.333333333334
Domestic na Kanojo,#4826,#296,512519,2019,winter,12.0,Diomedéa,Manga,"['Drama', 'Romance', 'School', 'Shounen']",6.74,7050.333333333333
Date A Live III,#3049,#610,267372,2019,winter,12.0,J.C.Staff,Light novel,"['Sci-Fi', 'Harem', 'Comedy', 'Romance', 'Mecha', 'School']",7.15,5419.0
Boogiepop wa Warawanai (2019),#3310,#920,182845,2019,winter,18.0,Madhouse,Light novel,"['Mystery', 'Dementia', 'Horror', 'Psychological', 'Supernatural', 'Drama']",7.09,16853.333333333332
Watashi ni Tenshi ga Maiorita!,#2255,#1119,150282,2019,winter,12.0,Doga Kobo,4-koma manga,"['Slice of Life', 'Comedy', 'Shoujo Ai']",7.33,1906.0
"Doukyonin wa Hiza, Tokidoki, Atama no Ue.",#963,#1146,145876,2019,winter,12.0,Zero-G,Web manga,"['Slice of Life', 'Comedy']",7.74,3414.0
3D Kanojo: Real Girl 2nd Season,#1109,#1256,132014,2019,winter,12.0,Hoods Entertainment,Manga,"['Romance', 'School', 'Shoujo']",7.67,307.5
Manaria Friends,#5330,#1589,96851,2019,winter,10.0,CygamesPictures,Card game,"['Demons', 'Fantasy', 'Magic', 'Supernatural']",6.64,5691.0
Ueno-san wa Bukiyou,#5472,#1644,93232,2019,winter,12.0,Lesprit,Manga,"['Comedy', 'Romance', 'Seinen']",6.61,379.0
Mahou Shoujo Tokushusen Asuka,#6909,#2033,66787,2019,winter,12.0,LIDENFILMS,Manga,"['Action', 'Drama', 'Magic', 'Military', 'Seinen']",6.33,2630.5
Girly Air Force,#7770,#2133,62456,2019,winter,12.0,Satelight,Light novel,"['Action', 'Sci-Fi']",6.16,1453.5
Endro~!,#4029,#2168,61055,2019,winter,12.0,Studio Gokumi,Original,"['Fantasy', 'Magic', 'Slice of Life']",6.92,4921.75
Revisions,#8084,#2362,52631,2019,winter,12.0,Shirogumi,Original,"['Action', 'Sci-Fi', 'Mecha']",6.09,10060.333333333334
Fukigen na Mononokean Tsuzuki,#1380,#2728,40058,2019,winter,13.0,Pierrot Plus,Web manga,"['Comedy', 'Demons', 'Supernatural']",7.57,28715.33333333333
Meiji Tokyo Renka,#3829,#2802,38355,2019,winter,12.0,TMS Entertainment,Visual novel,"['Harem', 'Historical', 'Supernatural', 'Romance', 'Shoujo']",6.97,10309.5
Grimms Notes The Animation,#8605,#2846,36915,2019,winter,12.0,Brain's Base,Game,"['Action', 'Adventure', 'Magic', 'Fantasy']",5.97,2855.25
Piano no Mori (TV) 2nd Season,#1933,#2859,36877,2019,winter,12.0,Gaina,Manga,"['Comedy', 'Drama', 'Music', 'School', 'Seinen']",7.4,8705.0
Egao no Daika,#8266,#3048,32635,2019,winter,12.0,Tatsunoko Production,Original,"['Military', 'Slice of Life', 'Drama', 'Fantasy', 'Mecha']",6.05,21201.0
BanG Dream! 2nd Season,#1314,#3100,31755,2019,winter,13.0,SANZIGEN,Original,['Music'],7.59,2149.3
Kimetsu no Yaiba,#74,#15,1882733,2019,spring,26.0,ufotable,Manga,"['Action', 'Demons', 'Historical', 'Shounen', 'Supernatural']",8.59,15254.5
Shingeki no Kyojin Season 3 Part 2,#2,#40,1440107,2019,spring,10.0,Wit Studio,Manga,"['Action', 'Drama', 'Fantasy', 'Military', 'Mystery', 'Shounen', 'Super Power']",9.11,42453.25
One Punch Man 2nd Season,#1855,#71,1177556,2019,spring,12.0,J.C.Staff,Web manga,"['Action', 'Sci-Fi', 'Comedy', 'Parody', 'Super Power', 'Supernatural']",7.42,5791.0
Fruits Basket 1st Season,#295,#299,513005,2019,spring,25.0,TMS Entertainment,Manga,"['Slice of Life', 'Comedy', 'Supernatural', 'Drama', 'Romance', 'Shoujo']",8.22,3472.0
Kenja no Mago,#5734,#395,393795,2019,spring,12.0,SILVER LINK.,Light novel,"['Action', 'Comedy', 'Magic', 'Romance', 'Fantasy']",6.56,1813.0
Bungou Stray Dogs 3rd Season,#322,#409,384642,2019,spring,12.0,Bones,Manga,"['Action', 'Mystery', 'Seinen', 'Super Power', 'Supernatural']",8.19,39533.5
Bokutachi wa Benkyou ga Dekinai,#2305,#506,316323,2019,spring,13.0,Silver,Manga,"['Harem', 'Comedy', 'Romance', 'School', 'Shounen']",7.31,936.8333333333334
Isekai Quartet,#1883,#517,309043,2019,spring,12.0,Studio PuYUKAI,Original,"['Comedy', 'Fantasy', 'Parody']",7.42,16480.75
Sewayaki Kitsune no Senko-san,#2158,#620,264601,2019,spring,12.0,Doga Kobo,Web manga,"['Slice of Life', 'Comedy', 'Supernatural', 'Romance']",7.35,10880.0
Carole & Tuesday,#665,#640,257924,2019,spring,24.0,Bones,Original,"['Drama', 'Music', 'Sci-Fi']",7.92,499.5
Nande Koko ni Sensei ga!?,#6107,#694,241467,2019,spring,12.0,Tear Studio,Manga,"['Comedy', 'Ecchi', 'School', 'Seinen']",6.48,1600.25
Midara na Ao-chan wa Benkyou ga Dekinai,#4740,#887,192754,2019,spring,12.0,SILVER LINK.,Manga,"['Comedy', 'Romance', 'Ecchi', 'Shounen']",6.76,400.0
Kono Oto Tomare!,#731,#937,179684,2019,spring,13.0,Platinum Vision,Manga,"['Drama', 'Music', 'Romance', 'School', 'Shounen']",7.87,2991.75
Hitoribocchi no Marumaru Seikatsu,#1619,#1007,165470,2019,spring,12.0,C2C,4-koma manga,"['Comedy', 'School', 'Shounen', 'Slice of Life']",7.5,1424.5
Fairy Gone,#9177,#1154,143734,2019,spring,12.0,P.A. Works,Original,"['Action', 'Demons', 'Fantasy', 'Magic', 'Supernatural']",5.8,3243.25
Senryuu Shoujo,#1938,#1155,144266,2019,spring,12.0,Connect,4-koma manga,"['Slice of Life', 'Comedy', 'School', 'Shounen']",7.4,46735.5
Kono Yo no Hate de Koi wo Utau Shoujo YU-NO,#5653,#1397,113815,2019,spring,26.0,feel.,Visual novel,"['Sci-Fi', 'Drama']",6.57,705.5
Gunjou no Magmell,#8235,#1401,113306,2019,spring,13.0,Pierrot Plus,Manga,"['Action', 'Adventure', 'Super Power', 'Fantasy', 'Shounen']",6.06,1106.5
Sarazanmai,#1530,#1451,107481,2019,spring,11.0,MAPPA,Original,"['Action', 'Supernatural', 'Fantasy']",7.52,5735.666666666667
Nobunaga-sensei no Osanazuma,#10670,#2110,63536,2019,spring,12.0,Seven,Manga,"['Comedy', 'Ecchi', 'Harem', 'Romance', 'School']",5.27,427.3333333333333
Diamond no Ace: Act II,#273,#2114,63318,2019,spring,52.0,Madhouse,Manga,"['Comedy', 'School', 'Shounen', 'Sports']",8.24,9896.666666666666
Shoumetsu Toshi,#10260,#2258,56491,2019,spring,12.0,Madhouse,Game,"['Action', 'Adventure', 'Mystery', 'Drama', 'Fantasy']",5.45,66598.5
